"SubID","Decision","Speed","Question","Response"
"74","immoral","Slow","C2",2
"75","immoral","Quick","C2",7
"75","immoral","Slow","C2",1
"76","immoral","Quick","C2",7
"76","immoral","Slow","C2",2
"77","moral","Quick","C2",7
"77","moral","Slow","C2",2
"78","immoral","Quick","C2",7
"78","immoral","Slow","C2",2
"79","moral","Quick","C2",7
"79","moral","Slow","C2",2
"80","immoral","Quick","C2",7
"80","immoral","Slow","C2",2
"81","moral","Quick","C2",7
"81","moral","Slow","C2",1
"82","immoral","Quick","C2",6
"82","immoral","Slow","C2",4
"83","moral","Quick","C2",7
"83","moral","Slow","C2",2
"84","moral","Quick","C2",7
"84","moral","Slow","C2",1
"85","moral","Quick","C2",6
"85","moral","Slow","C2",3
"86","immoral","Quick","C2",7
"86","immoral","Slow","C2",1
"87","moral","Quick","C2",6
"87","moral","Slow","C2",5
"88","moral","Quick","C2",6
"88","moral","Slow","C2",2
"89","immoral","Quick","C2",7
"89","immoral","Slow","C2",1
"90","immoral","Quick","C2",7
"90","immoral","Slow","C2",3
"91","immoral","Quick","C2",6
"91","immoral","Slow","C2",1
"92","moral","Quick","C2",6
"92","moral","Slow","C2",3
"93","moral","Quick","C2",5
"93","moral","Slow","C2",4
"94","moral","Quick","C2",5
"94","moral","Slow","C2",2
"95","moral","Quick","C2",3
"95","moral","Slow","C2",3
"96","immoral","Quick","C2",7
"96","immoral","Slow","C2",1
"97","immoral","Quick","C2",7
"97","immoral","Slow","C2",3
"98","moral","Quick","C2",6
"98","moral","Slow","C2",2
"99","moral","Quick","C2",7
"99","moral","Slow","C2",1
"100","immoral","Quick","C2",7
"100","immoral","Slow","C2",2
"101","immoral","Quick","C2",6
"101","immoral","Slow","C2",2
"102","moral","Quick","C2",7
"102","moral","Slow","C2",3
"103","moral","Quick","C2",7
"103","moral","Slow","C2",2
"104","moral","Quick","C2",7
"104","moral","Slow","C2",2
"105","moral","Quick","C2",6
"105","moral","Slow","C2",5
"106","immoral","Quick","C2",6
"106","immoral","Slow","C2",2
"107","moral","Quick","C2",6
"107","moral","Slow","C2",2
"108","moral","Quick","C2",7
"108","moral","Slow","C2",1
"109","immoral","Quick","C2",2
"109","immoral","Slow","C2",1
"110","immoral","Quick","C2",6
"110","immoral","Slow","C2",2
"111","immoral","Quick","C2",7
"111","immoral","Slow","C2",2
"112","immoral","Quick","C2",6
"112","immoral","Slow","C2",2
"113","moral","Quick","C2",7
"113","moral","Slow","C2",1
"114","moral","Quick","C2",7
"114","moral","Slow","C2",2
"115","immoral","Quick","C2",6
"115","immoral","Slow","C2",2
"116","immoral","Quick","C2",6
"116","immoral","Slow","C2",3
"117","moral","Quick","C2",6
"117","moral","Slow","C2",2
"118","moral","Quick","C2",7
"118","moral","Slow","C2",2
"119","immoral","Quick","C2",7
"119","immoral","Slow","C2",1
"1","immoral","Quick","C3",7
"1","immoral","Slow","C3",3
"2","moral","Quick","C3",6
"2","moral","Slow","C3",7
"3","moral","Quick","C3",1
"3","moral","Slow","C3",2
"4","immoral","Quick","C3",7
"4","immoral","Slow","C3",2
"5","moral","Quick","C3",6
"5","moral","Slow","C3",4
"6","immoral","Quick","C3",7
"6","immoral","Slow","C3",1
"7","immoral","Quick","C3",7
"7","immoral","Slow","C3",2
"8","immoral","Quick","C3",7
"8","immoral","Slow","C3",2
"9","moral","Quick","C3",7
"9","moral","Slow","C3",2
"10","immoral","Quick","C3",6
"10","immoral","Slow","C3",4
"11","moral","Quick","C3",7
"11","moral","Slow","C3",2
"12","immoral","Quick","C3",7
"12","immoral","Slow","C3",1
"13","immoral","Quick","C3",7
"13","immoral","Slow","C3",3
"14","moral","Quick","C3",7
"14","moral","Slow","C3",6
"15","moral","Quick","C3",6
"15","moral","Slow","C3",2
"16","moral","Quick","C3",7
"16","moral","Slow","C3",2
"17","moral","Quick","C3",7
"17","moral","Slow","C3",6
"18","moral","Quick","C3",3
"18","moral","Slow","C3",2
"19","immoral","Quick","C3",7
"19","immoral","Slow","C3",7
"20","moral","Quick","C3",7
"20","moral","Slow","C3",3
"21","moral","Quick","C3",6
"21","moral","Slow","C3",7
"22","immoral","Quick","C3",7
"22","immoral","Slow","C3",3
"23","immoral","Quick","C3",6
"23","immoral","Slow","C3",2
"24","immoral","Quick","C3",6
"24","immoral","Slow","C3",3
"25","moral","Quick","C3",7
"25","moral","Slow","C3",2
"26","moral","Quick","C3",1
"26","moral","Slow","C3",2
"27","moral","Quick","C3",5
"27","moral","Slow","C3",2
"28","immoral","Quick","C3",6
"28","immoral","Slow","C3",1
"29","moral","Quick","C3",4
"29","moral","Slow","C3",3
"30","immoral","Quick","C3",7
"30","immoral","Slow","C3",3
"31","immoral","Quick","C3",7
"31","immoral","Slow","C3",2
"32","immoral","Quick","C3",6
"32","immoral","Slow","C3",6
"33","immoral","Quick","C3",7
"33","immoral","Slow","C3",2
"34","moral","Quick","C3",7
"34","moral","Slow","C3",1
"35","moral","Quick","C3",4
"35","moral","Slow","C3",5
"36","immoral","Quick","C3",6
"36","immoral","Slow","C3",2
"37","immoral","Quick","C3",7
"37","immoral","Slow","C3",1
"38","immoral","Quick","C3",7
"38","immoral","Slow","C3",3
"39","immoral","Quick","C3",7
"39","immoral","Slow","C3",5
"40","moral","Quick","C3",7
"40","moral","Slow","C3",1
"41","immoral","Quick","C3",7
"41","immoral","Slow","C3",2
"42","immoral","Quick","C3",5
"42","immoral","Slow","C3",5
"43","immoral","Quick","C3",7
"43","immoral","Slow","C3",3
"44","immoral","Quick","C3",5
"44","immoral","Slow","C3",2
"45","moral","Quick","C3",7
"45","moral","Slow","C3",3
"46","immoral","Quick","C3",7
"46","immoral","Slow","C3",3
"47","moral","Quick","C3",7
"47","moral","Slow","C3",3
"48","moral","Quick","C3",7
"48","moral","Slow","C3",3
"49","immoral","Quick","C3",5
"49","immoral","Slow","C3",2
"50","moral","Quick","C3",7
"50","moral","Slow","C3",2
"51","immoral","Quick","C3",6
"51","immoral","Slow","C3",2
"52","immoral","Quick","C3",7
"52","immoral","Slow","C3",4
"53","immoral","Quick","C3",7
"53","immoral","Slow","C3",4
"54","immoral","Quick","C3",7
"54","immoral","Slow","C3",3
"55","immoral","Quick","C3",7
"55","immoral","Slow","C3",1
"56","immoral","Quick","C3",7
"56","immoral","Slow","C3",1
"57","moral","Quick","C3",6
"57","moral","Slow","C3",2
"58","moral","Quick","C3",7
"58","moral","Slow","C3",4
"59","moral","Quick","C3",5
"59","moral","Slow","C3",3
"60","immoral","Quick","C3",6
"60","immoral","Slow","C3",1
"61","immoral","Quick","C3",7
"61","immoral","Slow","C3",2
"62","moral","Quick","C3",7
"62","moral","Slow","C3",5
"63","immoral","Quick","C3",7
"63","immoral","Slow","C3",1
"64","moral","Quick","C3",7
"64","moral","Slow","C3",1
"65","moral","Quick","C3",7
"65","moral","Slow","C3",1
"66","immoral","Quick","C3",7
"66","immoral","Slow","C3",1
"67","immoral","Quick","C3",7
"67","immoral","Slow","C3",1
"68","immoral","Quick","C3",7
"68","immoral","Slow","C3",2
"69","immoral","Quick","C3",7
"69","immoral","Slow","C3",2
"70","moral","Quick","C3",7
"70","moral","Slow","C3",3
"71","moral","Quick","C3",3
"71","moral","Slow","C3",4
"72","moral","Quick","C3",7
"72","moral","Slow","C3",5
"73","immoral","Quick","C3",6
"73","immoral","Slow","C3",3
"74","immoral","Quick","C3",6
"74","immoral","Slow","C3",2
"75","immoral","Quick","C3",7
"75","immoral","Slow","C3",1
"76","immoral","Quick","C3",6
"76","immoral","Slow","C3",3
"77","moral","Quick","C3",7
"77","moral","Slow","C3",2
"78","immoral","Quick","C3",7
"78","immoral","Slow","C3",3
"79","moral","Quick","C3",7
"79","moral","Slow","C3",2
"80","immoral","Quick","C3",7
"80","immoral","Slow","C3",3
"81","moral","Quick","C3",7
"81","moral","Slow","C3",1
"82","immoral","Quick","C3",6
"82","immoral","Slow","C3",5
"83","moral","Quick","C3",7
"83","moral","Slow","C3",6
"84","moral","Quick","C3",7
"84","moral","Slow","C3",5
"85","moral","Quick","C3",7
"85","moral","Slow","C3",5
"86","immoral","Quick","C3",7
"86","immoral","Slow","C3",2
"87","moral","Quick","C3",2
"87","moral","Slow","C3",5
"88","moral","Quick","C3",6
"88","moral","Slow","C3",3
"89","immoral","Quick","C3",5
"89","immoral","Slow","C3",1
"90","immoral","Quick","C3",7
"90","immoral","Slow","C3",4
"91","immoral","Quick","C3",6
"91","immoral","Slow","C3",2
"92","moral","Quick","C3",6
"92","moral","Slow","C3",2
"93","moral","Quick","C3",6
"93","moral","Slow","C3",6
"94","moral","Quick","C3",7
"94","moral","Slow","C3",3
"95","moral","Quick","C3",4
"95","moral","Slow","C3",2
"96","immoral","Quick","C3",7
"96","immoral","Slow","C3",2
"97","immoral","Quick","C3",7
"97","immoral","Slow","C3",3
"98","moral","Quick","C3",6
"98","moral","Slow","C3",2
"99","moral","Quick","C3",7
"99","moral","Slow","C3",1
"100","immoral","Quick","C3",6
"100","immoral","Slow","C3",2
"101","immoral","Quick","C3",6
"101","immoral","Slow","C3",2
"102","moral","Quick","C3",6
"102","moral","Slow","C3",7
"103","moral","Quick","C3",7
"103","moral","Slow","C3",5
"104","moral","Quick","C3",7
"104","moral","Slow","C3",3
"105","moral","Quick","C3",6
"105","moral","Slow","C3",3
"106","immoral","Quick","C3",6
"106","immoral","Slow","C3",5
"107","moral","Quick","C3",6
"107","moral","Slow","C3",2
"108","moral","Quick","C3",7
"108","moral","Slow","C3",1
"109","immoral","Quick","C3",7
"109","immoral","Slow","C3",2
"110","immoral","Quick","C3",5
"110","immoral","Slow","C3",2
"111","immoral","Quick","C3",7
"111","immoral","Slow","C3",2
"112","immoral","Quick","C3",6
"112","immoral","Slow","C3",2
"113","moral","Quick","C3",7
"113","moral","Slow","C3",1
"114","moral","Quick","C3",7
"114","moral","Slow","C3",3
"115","immoral","Quick","C3",7
"115","immoral","Slow","C3",3
"116","immoral","Quick","C3",4
"116","immoral","Slow","C3",3
"117","moral","Quick","C3",6
"117","moral","Slow","C3",4
"118","moral","Quick","C3",7
"118","moral","Slow","C3",5
"119","immoral","Quick","C3",7
"119","immoral","Slow","C3",2
"1","immoral","Quick","C4",7
"1","immoral","Slow","C4",2
"2","moral","Quick","C4",6
"2","moral","Slow","C4",3
"3","moral","Quick","C4",7
"3","moral","Slow","C4",4
"4","immoral","Quick","C4",7
"4","immoral","Slow","C4",2
"5","moral","Quick","C4",6
"5","moral","Slow","C4",4
"6","immoral","Quick","C4",7
"6","immoral","Slow","C4",1
"7","immoral","Quick","C4",7
"7","immoral","Slow","C4",3
"8","immoral","Quick","C4",7
"8","immoral","Slow","C4",2
"9","moral","Quick","C4",7
"9","moral","Slow","C4",2
"10","immoral","Quick","C4",6
"10","immoral","Slow","C4",4
"11","moral","Quick","C4",7
"11","moral","Slow","C4",2
"12","immoral","Quick","C4",7
"12","immoral","Slow","C4",2
"13","immoral","Quick","C4",7
"13","immoral","Slow","C4",1
"14","moral","Quick","C4",6
"14","moral","Slow","C4",3
"15","moral","Quick","C4",6
"15","moral","Slow","C4",2
"16","moral","Quick","C4",7
"16","moral","Slow","C4",2
"17","moral","Quick","C4",6
"17","moral","Slow","C4",5
"18","moral","Quick","C4",5
"18","moral","Slow","C4",2
"19","immoral","Quick","C4",1
"19","immoral","Slow","C4",1
"20","moral","Quick","C4",7
"20","moral","Slow","C4",2
"21","moral","Quick","C4",3
"21","moral","Slow","C4",6
"22","immoral","Quick","C4",7
"22","immoral","Slow","C4",3
"23","immoral","Quick","C4",7
"23","immoral","Slow","C4",2
"24","immoral","Quick","C4",7
"24","immoral","Slow","C4",2
"25","moral","Quick","C4",7
"25","moral","Slow","C4",1
"26","moral","Quick","C4",7
"26","moral","Slow","C4",1
"27","moral","Quick","C4",6
"27","moral","Slow","C4",2
"28","immoral","Quick","C4",7
"28","immoral","Slow","C4",1
"29","moral","Quick","C4",3
"29","moral","Slow","C4",3
"30","immoral","Quick","C4",7
"30","immoral","Slow","C4",1
"31","immoral","Quick","C4",7
"31","immoral","Slow","C4",2
"32","immoral","Quick","C4",7
"32","immoral","Slow","C4",2
"33","immoral","Quick","C4",1
"33","immoral","Slow","C4",6
"34","moral","Quick","C4",7
"34","moral","Slow","C4",1
"35","moral","Quick","C4",6
"35","moral","Slow","C4",3
"36","immoral","Quick","C4",7
"36","immoral","Slow","C4",3
"37","immoral","Quick","C4",7
"37","immoral","Slow","C4",1
"38","immoral","Quick","C4",7
"38","immoral","Slow","C4",5
"39","immoral","Quick","C4",6
"39","immoral","Slow","C4",5
"40","moral","Quick","C4",7
"40","moral","Slow","C4",1
"41","immoral","Quick","C4",7
"41","immoral","Slow","C4",2
"42","immoral","Quick","C4",3
"42","immoral","Slow","C4",5
"43","immoral","Quick","C4",3
"43","immoral","Slow","C4",3
"44","immoral","Quick","C4",6
"44","immoral","Slow","C4",3
"45","moral","Quick","C4",7
"45","moral","Slow","C4",6
"46","immoral","Quick","C4",7
"46","immoral","Slow","C4",4
"47","moral","Quick","C4",7
"47","moral","Slow","C4",2
"48","moral","Quick","C4",7
"48","moral","Slow","C4",2
"49","immoral","Quick","C4",6
"49","immoral","Slow","C4",2
"50","moral","Quick","C4",7
"50","moral","Slow","C4",2
"51","immoral","Quick","C4",6
"51","immoral","Slow","C4",2
"52","immoral","Quick","C4",1
"52","immoral","Slow","C4",4
"53","immoral","Quick","C4",1
"53","immoral","Slow","C4",4
"54","immoral","Quick","C4",4
"54","immoral","Slow","C4",3
"55","immoral","Quick","C4",7
"55","immoral","Slow","C4",4
"56","immoral","Quick","C4",7
"56","immoral","Slow","C4",4
"57","moral","Quick","C4",5
"57","moral","Slow","C4",3
"58","moral","Quick","C4",7
"58","moral","Slow","C4",3
"59","moral","Quick","C4",3
"59","moral","Slow","C4",5
"60","immoral","Quick","C4",2
"60","immoral","Slow","C4",2
"61","immoral","Quick","C4",7
"61","immoral","Slow","C4",2
"62","moral","Quick","C4",2
"62","moral","Slow","C4",3
"63","immoral","Quick","C4",7
"63","immoral","Slow","C4",2
"64","moral","Quick","C4",7
"64","moral","Slow","C4",1
"65","moral","Quick","C4",7
"65","moral","Slow","C4",2
"66","immoral","Quick","C4",7
"66","immoral","Slow","C4",1
"67","immoral","Quick","C4",7
"67","immoral","Slow","C4",3
"68","immoral","Quick","C4",2
"68","immoral","Slow","C4",2
"69","immoral","Quick","C4",7
"69","immoral","Slow","C4",2
"70","moral","Quick","C4",1
"70","moral","Slow","C4",5
"71","moral","Quick","C4",5
"71","moral","Slow","C4",3
"72","moral","Quick","C4",7
"72","moral","Slow","C4",3
"73","immoral","Quick","C4",6
"73","immoral","Slow","C4",5
"74","immoral","Quick","C4",7
"74","immoral","Slow","C4",2
"75","immoral","Quick","C4",7
"75","immoral","Slow","C4",2
"76","immoral","Quick","C4",6
"76","immoral","Slow","C4",4
"77","moral","Quick","C4",7
"77","moral","Slow","C4",2
"78","immoral","Quick","C4",7
"78","immoral","Slow","C4",3
"79","moral","Quick","C4",7
"79","moral","Slow","C4",3
"80","immoral","Quick","C4",7
"80","immoral","Slow","C4",4
"81","moral","Quick","C4",7
"81","moral","Slow","C4",1
"82","immoral","Quick","C4",6
"82","immoral","Slow","C4",3
"83","moral","Quick","C4",7
"83","moral","Slow","C4",3
"84","moral","Quick","C4",7
"84","moral","Slow","C4",3
"85","moral","Quick","C4",6
"85","moral","Slow","C4",3
"86","immoral","Quick","C4",7
"86","immoral","Slow","C4",2
"87","moral","Quick","C4",6
"87","moral","Slow","C4",3
"88","moral","Quick","C4",6
"88","moral","Slow","C4",2
"89","immoral","Quick","C4",7
"89","immoral","Slow","C4",1
"90","immoral","Quick","C4",7
"90","immoral","Slow","C4",4
"91","immoral","Quick","C4",6
"91","immoral","Slow","C4",1
"92","moral","Quick","C4",6
"92","moral","Slow","C4",2
"93","moral","Quick","C4",3
"93","moral","Slow","C4",3
"94","moral","Quick","C4",1
"94","moral","Slow","C4",5
"95","moral","Quick","C4",3
"95","moral","Slow","C4",2
"96","immoral","Quick","C4",7
"96","immoral","Slow","C4",3
"97","immoral","Quick","C4",6
"97","immoral","Slow","C4",2
"98","moral","Quick","C4",2
"98","moral","Slow","C4",2
"99","moral","Quick","C4",7
"99","moral","Slow","C4",1
"100","immoral","Quick","C4",6
"100","immoral","Slow","C4",2
"101","immoral","Quick","C4",6
"101","immoral","Slow","C4",2
"102","moral","Quick","C4",7
"102","moral","Slow","C4",3
"103","moral","Quick","C4",7
"103","moral","Slow","C4",3
"104","moral","Quick","C4",7
"104","moral","Slow","C4",3
"105","moral","Quick","C4",6
"105","moral","Slow","C4",4
"106","immoral","Quick","C4",2
"106","immoral","Slow","C4",3
"107","moral","Quick","C4",7
"107","moral","Slow","C4",4
"108","moral","Quick","C4",7
"108","moral","Slow","C4",1
"109","immoral","Quick","C4",7
"109","immoral","Slow","C4",2
"110","immoral","Quick","C4",6
"110","immoral","Slow","C4",2
"111","immoral","Quick","C4",7
"111","immoral","Slow","C4",3
"112","immoral","Quick","C4",2
"112","immoral","Slow","C4",6
"113","moral","Quick","C4",7
"113","moral","Slow","C4",1
"114","moral","Quick","C4",6
"114","moral","Slow","C4",2
"115","immoral","Quick","C4",7
"115","immoral","Slow","C4",3
"116","immoral","Quick","C4",6
"116","immoral","Slow","C4",3
"117","moral","Quick","C4",2
"117","moral","Slow","C4",3
"118","moral","Quick","C4",6
"118","moral","Slow","C4",3
"119","immoral","Quick","C4",7
"119","immoral","Slow","C4",2
"1","immoral","Quick","M1",1
"1","immoral","Slow","M1",2
"2","moral","Quick","M1",5
"2","moral","Slow","M1",6
"3","moral","Quick","M1",7
"3","moral","Slow","M1",4
"4","immoral","Quick","M1",2
"4","immoral","Slow","M1",5
"5","moral","Quick","M1",6
"5","moral","Slow","M1",5
"6","immoral","Quick","M1",1
"6","immoral","Slow","M1",3
"7","immoral","Quick","M1",1
"7","immoral","Slow","M1",3
"8","immoral","Quick","M1",2
"8","immoral","Slow","M1",3
"9","moral","Quick","M1",7
"9","moral","Slow","M1",6
"10","immoral","Quick","M1",2
"10","immoral","Slow","M1",3
"11","moral","Quick","M1",6
"11","moral","Slow","M1",5
"12","immoral","Quick","M1",2
"12","immoral","Slow","M1",2
"13","immoral","Quick","M1",1
"13","immoral","Slow","M1",3
"14","moral","Quick","M1",7
"14","moral","Slow","M1",5
"15","moral","Quick","M1",6
"15","moral","Slow","M1",3
"16","moral","Quick","M1",7
"16","moral","Slow","M1",3
"17","moral","Quick","M1",7
"17","moral","Slow","M1",7
"18","moral","Quick","M1",6
"18","moral","Slow","M1",5
"19","immoral","Quick","M1",1
"19","immoral","Slow","M1",6
"20","moral","Quick","M1",7
"20","moral","Slow","M1",5
"21","moral","Quick","M1",5
"21","moral","Slow","M1",6
"22","immoral","Quick","M1",3
"22","immoral","Slow","M1",5
"23","immoral","Quick","M1",3
"23","immoral","Slow","M1",6
"24","immoral","Quick","M1",1
"24","immoral","Slow","M1",4
"25","moral","Quick","M1",7
"25","moral","Slow","M1",3
"26","moral","Quick","M1",7
"26","moral","Slow","M1",6
"27","moral","Quick","M1",6
"27","moral","Slow","M1",6
"28","immoral","Quick","M1",2
"28","immoral","Slow","M1",3
"29","moral","Quick","M1",5
"29","moral","Slow","M1",4
"30","immoral","Quick","M1",2
"30","immoral","Slow","M1",2
"31","immoral","Quick","M1",1
"31","immoral","Slow","M1",5
"32","immoral","Quick","M1",2
"32","immoral","Slow","M1",4
"33","immoral","Quick","M1",4
"33","immoral","Slow","M1",4
"34","moral","Quick","M1",7
"34","moral","Slow","M1",7
"35","moral","Quick","M1",6
"35","moral","Slow","M1",5
"36","immoral","Quick","M1",2
"36","immoral","Slow","M1",4
"37","immoral","Quick","M1",3
"37","immoral","Slow","M1",5
"38","immoral","Quick","M1",1
"38","immoral","Slow","M1",1
"39","immoral","Quick","M1",1
"39","immoral","Slow","M1",2
"40","moral","Quick","M1",7
"40","moral","Slow","M1",4
"41","immoral","Quick","M1",1
"41","immoral","Slow","M1",2
"42","immoral","Quick","M1",5
"42","immoral","Slow","M1",5
"43","immoral","Quick","M1",4
"43","immoral","Slow","M1",4
"44","immoral","Quick","M1",2
"44","immoral","Slow","M1",4
"45","moral","Quick","M1",7
"45","moral","Slow","M1",7
"46","immoral","Quick","M1",4
"46","immoral","Slow","M1",4
"47","moral","Quick","M1",6
"47","moral","Slow","M1",5
"48","moral","Quick","M1",7
"48","moral","Slow","M1",5
"49","immoral","Quick","M1",4
"49","immoral","Slow","M1",5
"50","moral","Quick","M1",7
"50","moral","Slow","M1",5
"51","immoral","Quick","M1",2
"51","immoral","Slow","M1",3
"52","immoral","Quick","M1",2
"52","immoral","Slow","M1",4
"53","immoral","Quick","M1",3
"53","immoral","Slow","M1",3
"54","immoral","Quick","M1",1
"54","immoral","Slow","M1",1
"55","immoral","Quick","M1",1
"55","immoral","Slow","M1",3
"56","immoral","Quick","M1",1
"56","immoral","Slow","M1",7
"57","moral","Quick","M1",7
"57","moral","Slow","M1",4
"58","moral","Quick","M1",7
"58","moral","Slow","M1",5
"59","moral","Quick","M1",5
"59","moral","Slow","M1",3
"60","immoral","Quick","M1",2
"60","immoral","Slow","M1",2
"61","immoral","Quick","M1",2
"61","immoral","Slow","M1",4
"62","moral","Quick","M1",6
"62","moral","Slow","M1",5
"63","immoral","Quick","M1",2
"63","immoral","Slow","M1",5
"64","moral","Quick","M1",4
"64","moral","Slow","M1",4
"65","moral","Quick","M1",7
"65","moral","Slow","M1",5
"66","immoral","Quick","M1",1
"66","immoral","Slow","M1",3
"67","immoral","Quick","M1",3
"67","immoral","Slow","M1",4
"68","immoral","Quick","M1",1
"68","immoral","Slow","M1",5
"69","immoral","Quick","M1",4
"69","immoral","Slow","M1",4
"70","moral","Quick","M1",7
"70","moral","Slow","M1",4
"71","moral","Quick","M1",6
"71","moral","Slow","M1",5
"72","moral","Quick","M1",7
"72","moral","Slow","M1",6
"73","immoral","Quick","M1",2
"73","immoral","Slow","M1",3
"74","immoral","Quick","M1",1
"74","immoral","Slow","M1",3
"75","immoral","Quick","M1",1
"75","immoral","Slow","M1",3
"76","immoral","Quick","M1",3
"76","immoral","Slow","M1",4
"77","moral","Quick","M1",6
"77","moral","Slow","M1",5
"78","immoral","Quick","M1",1
"78","immoral","Slow","M1",2
"79","moral","Quick","M1",6
"79","moral","Slow","M1",5
"80","immoral","Quick","M1",1
"80","immoral","Slow","M1",1
"81","moral","Quick","M1",7
"81","moral","Slow","M1",4
"82","immoral","Quick","M1",2
"82","immoral","Slow","M1",2
"83","moral","Quick","M1",7
"83","moral","Slow","M1",6
"84","moral","Quick","M1",7
"84","moral","Slow","M1",5
"85","moral","Quick","M1",6
"85","moral","Slow","M1",5
"86","immoral","Quick","M1",4
"86","immoral","Slow","M1",4
"87","moral","Quick","M1",6
"87","moral","Slow","M1",5
"88","moral","Quick","M1",6
"88","moral","Slow","M1",5
"89","immoral","Quick","M1",1
"89","immoral","Slow","M1",3
"90","immoral","Quick","M1",4
"90","immoral","Slow","M1",4
"91","immoral","Quick","M1",2
"91","immoral","Slow","M1",3
"92","moral","Quick","M1",7
"92","moral","Slow","M1",5
"93","moral","Quick","M1",5
"93","moral","Slow","M1",5
"94","moral","Quick","M1",7
"94","moral","Slow","M1",6
"95","moral","Quick","M1",4
"95","moral","Slow","M1",3
"96","immoral","Quick","M1",1
"96","immoral","Slow","M1",3
"97","immoral","Quick","M1",2
"97","immoral","Slow","M1",3
"98","moral","Quick","M1",6
"98","moral","Slow","M1",5
"99","moral","Quick","M1",7
"99","moral","Slow","M1",3
"100","immoral","Quick","M1",2
"100","immoral","Slow","M1",5
"101","immoral","Quick","M1",1
"101","immoral","Slow","M1",3
"102","moral","Quick","M1",7
"102","moral","Slow","M1",7
"103","moral","Quick","M1",7
"103","moral","Slow","M1",5
"104","moral","Quick","M1",7
"104","moral","Slow","M1",5
"105","moral","Quick","M1",6
"105","moral","Slow","M1",5
"106","immoral","Quick","M1",3
"106","immoral","Slow","M1",4
"107","moral","Quick","M1",4
"107","moral","Slow","M1",4
"108","moral","Quick","M1",7
"108","moral","Slow","M1",5
"109","immoral","Quick","M1",2
"109","immoral","Slow","M1",4
"110","immoral","Quick","M1",4
"110","immoral","Slow","M1",4
"111","immoral","Quick","M1",4
"111","immoral","Slow","M1",4
"112","immoral","Quick","M1",3
"112","immoral","Slow","M1",5
"113","moral","Quick","M1",7
"113","moral","Slow","M1",7
"114","moral","Quick","M1",7
"114","moral","Slow","M1",3
"115","immoral","Quick","M1",3
"115","immoral","Slow","M1",3
"116","immoral","Quick","M1",3
"116","immoral","Slow","M1",4
"117","moral","Quick","M1",5
"117","moral","Slow","M1",4
"118","moral","Quick","M1",7
"118","moral","Slow","M1",5
"119","immoral","Quick","M1",2
"119","immoral","Slow","M1",5
"1","immoral","Quick","M2",5
"1","immoral","Slow","M2",5
"2","moral","Quick","M2",5
"2","moral","Slow","M2",6
"3","moral","Quick","M2",7
"3","moral","Slow","M2",6
"4","immoral","Quick","M2",6
"4","immoral","Slow","M2",7
"5","moral","Quick","M2",6
"5","moral","Slow","M2",5
"6","immoral","Quick","M2",1
"6","immoral","Slow","M2",7
"7","immoral","Quick","M2",6
"7","immoral","Slow","M2",6
"8","immoral","Quick","M2",5
"8","immoral","Slow","M2",7
"9","moral","Quick","M2",7
"9","moral","Slow","M2",6
"10","immoral","Quick","M2",2
"10","immoral","Slow","M2",5
"11","moral","Quick","M2",7
"11","moral","Slow","M2",7
"12","immoral","Quick","M2",7
"12","immoral","Slow","M2",7
"13","immoral","Quick","M2",5
"13","immoral","Slow","M2",7
"14","moral","Quick","M2",7
"14","moral","Slow","M2",6
"15","moral","Quick","M2",6
"15","moral","Slow","M2",5
"16","moral","Quick","M2",7
"16","moral","Slow","M2",5
"17","moral","Quick","M2",7
"17","moral","Slow","M2",7
"18","moral","Quick","M2",6
"18","moral","Slow","M2",7
"19","immoral","Quick","M2",1
"19","immoral","Slow","M2",7
"20","moral","Quick","M2",7
"20","moral","Slow","M2",6
"21","moral","Quick","M2",6
"21","moral","Slow","M2",6
"22","immoral","Quick","M2",4
"22","immoral","Slow","M2",7
"23","immoral","Quick","M2",6
"23","immoral","Slow","M2",6
"24","immoral","Quick","M2",2
"24","immoral","Slow","M2",3
"25","moral","Quick","M2",7
"25","moral","Slow","M2",5
"26","moral","Quick","M2",7
"26","moral","Slow","M2",6
"27","moral","Quick","M2",5
"27","moral","Slow","M2",6
"28","immoral","Quick","M2",7
"28","immoral","Slow","M2",7
"29","moral","Quick","M2",4
"29","moral","Slow","M2",3
"30","immoral","Quick","M2",6
"30","immoral","Slow","M2",6
"31","immoral","Quick","M2",1
"31","immoral","Slow","M2",6
"32","immoral","Quick","M2",5
"32","immoral","Slow","M2",6
"33","immoral","Quick","M2",3
"33","immoral","Slow","M2",3
"34","moral","Quick","M2",7
"34","moral","Slow","M2",7
"35","moral","Quick","M2",7
"35","moral","Slow","M2",5
"36","immoral","Quick","M2",2
"36","immoral","Slow","M2",5
"37","immoral","Quick","M2",6
"37","immoral","Slow","M2",6
"38","immoral","Quick","M2",7
"38","immoral","Slow","M2",7
"39","immoral","Quick","M2",1
"39","immoral","Slow","M2",2
"40","moral","Quick","M2",7
"40","moral","Slow","M2",6
"41","immoral","Quick","M2",2
"41","immoral","Slow","M2",5
"42","immoral","Quick","M2",6
"42","immoral","Slow","M2",6
"43","immoral","Quick","M2",4
"43","immoral","Slow","M2",4
"44","immoral","Quick","M2",7
"44","immoral","Slow","M2",7
"45","moral","Quick","M2",7
"45","moral","Slow","M2",7
"46","immoral","Quick","M2",6
"46","immoral","Slow","M2",6
"47","moral","Quick","M2",7
"47","moral","Slow","M2",6
"48","moral","Quick","M2",7
