"SubID","Decision","Speed","Question","Response"
"48","moral","Slow","M2",7
"49","immoral","Quick","M2",5
"49","immoral","Slow","M2",6
"50","moral","Quick","M2",7
"50","moral","Slow","M2",5
"51","immoral","Quick","M2",6
"51","immoral","Slow","M2",7
"52","immoral","Quick","M2",6
"52","immoral","Slow","M2",5
"53","immoral","Quick","M2",3
"53","immoral","Slow","M2",3
"54","immoral","Quick","M2",1
"54","immoral","Slow","M2",1
"55","immoral","Quick","M2",6
"55","immoral","Slow","M2",7
"56","immoral","Quick","M2",1
"56","immoral","Slow","M2",4
"57","moral","Quick","M2",7
"57","moral","Slow","M2",5
"58","moral","Quick","M2",7
"58","moral","Slow","M2",5
"59","moral","Quick","M2",5
"59","moral","Slow","M2",5
"60","immoral","Quick","M2",2
"60","immoral","Slow","M2",4
"61","immoral","Quick","M2",5
"61","immoral","Slow","M2",7
"62","moral","Quick","M2",6
"62","moral","Slow","M2",5
"63","immoral","Quick","M2",2
"63","immoral","Slow","M2",5
"64","moral","Quick","M2",4
"64","moral","Slow","M2",4
"65","moral","Quick","M2",7
"65","moral","Slow","M2",6
"66","immoral","Quick","M2",1
"66","immoral","Slow","M2",6
"67","immoral","Quick","M2",4
"67","immoral","Slow","M2",4
"68","immoral","Quick","M2",2
"68","immoral","Slow","M2",5
"69","immoral","Quick","M2",3
"69","immoral","Slow","M2",5
"70","moral","Quick","M2",7
"70","moral","Slow","M2",5
"71","moral","Quick","M2",5
"71","moral","Slow","M2",5
"72","moral","Quick","M2",7
"72","moral","Slow","M2",7
"73","immoral","Quick","M2",3
"73","immoral","Slow","M2",5
"74","immoral","Quick","M2",4
"74","immoral","Slow","M2",5
"75","immoral","Quick","M2",1
"75","immoral","Slow","M2",5
"76","immoral","Quick","M2",3
"76","immoral","Slow","M2",4
"77","moral","Quick","M2",6
"77","moral","Slow","M2",5
"78","immoral","Quick","M2",3
"78","immoral","Slow","M2",5
"79","moral","Quick","M2",6
"79","moral","Slow","M2",5
"80","immoral","Quick","M2",4
"80","immoral","Slow","M2",6
"81","moral","Quick","M2",7
"81","moral","Slow","M2",7
"82","immoral","Quick","M2",2
"82","immoral","Slow","M2",3
"83","moral","Quick","M2",7
"83","moral","Slow","M2",7
"84","moral","Quick","M2",7
"84","moral","Slow","M2",5
"85","moral","Quick","M2",5
"85","moral","Slow","M2",6
"86","immoral","Quick","M2",4
"86","immoral","Slow","M2",4
"87","moral","Quick","M2",7
"87","moral","Slow","M2",6
"88","moral","Quick","M2",6
"88","moral","Slow","M2",5
"89","immoral","Quick","M2",3
"89","immoral","Slow","M2",7
"90","immoral","Quick","M2",4
"90","immoral","Slow","M2",4
"91","immoral","Quick","M2",7
"91","immoral","Slow","M2",7
"92","moral","Quick","M2",7
"92","moral","Slow","M2",6
"93","moral","Quick","M2",5
"93","moral","Slow","M2",5
"94","moral","Quick","M2",7
"94","moral","Slow","M2",5
"95","moral","Quick","M2",4
"95","moral","Slow","M2",3
"96","immoral","Quick","M2",2
"96","immoral","Slow","M2",5
"97","immoral","Quick","M2",3
"97","immoral","Slow","M2",5
"98","moral","Quick","M2",6
"98","moral","Slow","M2",5
"99","moral","Quick","M2",7
"99","moral","Slow","M2",3
"100","immoral","Quick","M2",3
"100","immoral","Slow","M2",6
"101","immoral","Quick","M2",5
"101","immoral","Slow","M2",6
"102","moral","Quick","M2",7
"102","moral","Slow","M2",7
"103","moral","Quick","M2",4
"103","moral","Slow","M2",5
"104","moral","Quick","M2",7
"104","moral","Slow","M2",5
"105","moral","Quick","M2",6
"105","moral","Slow","M2",5
"106","immoral","Quick","M2",4
"106","immoral","Slow","M2",5
"107","moral","Quick","M2",4
"107","moral","Slow","M2",6
"108","moral","Quick","M2",7
"108","moral","Slow","M2",5
"109","immoral","Quick","M2",3
"109","immoral","Slow","M2",5
"110","immoral","Quick","M2",6
"110","immoral","Slow","M2",5
"111","immoral","Quick","M2",1
"111","immoral","Slow","M2",3
"112","immoral","Quick","M2",3
"112","immoral","Slow","M2",6
"113","moral","Quick","M2",7
"113","moral","Slow","M2",7
"114","moral","Quick","M2",7
"114","moral","Slow","M2",5
"115","immoral","Quick","M2",6
"115","immoral","Slow","M2",3
"116","immoral","Quick","M2",3
"116","immoral","Slow","M2",5
"117","moral","Quick","M2",5
"117","moral","Slow","M2",5
"118","moral","Quick","M2",7
"118","moral","Slow","M2",6
"119","immoral","Quick","M2",2
"119","immoral","Slow","M2",7
"1","immoral","Quick","M3",1
"1","immoral","Slow","M3",2
"2","moral","Quick","M3",6
"2","moral","Slow","M3",5
"3","moral","Quick","M3",4
"3","moral","Slow","M3",6
"4","immoral","Quick","M3",2
"4","immoral","Slow","M3",5
"5","moral","Quick","M3",6
"5","moral","Slow","M3",5
"6","immoral","Quick","M3",1
"6","immoral","Slow","M3",5
"7","immoral","Quick","M3",3
"7","immoral","Slow","M3",3
"8","immoral","Quick","M3",2
"8","immoral","Slow","M3",3
"9","moral","Quick","M3",7
"9","moral","Slow","M3",6
"10","immoral","Quick","M3",2
"10","immoral","Slow","M3",4
"11","moral","Quick","M3",7
"11","moral","Slow","M3",5
"12","immoral","Quick","M3",4
"12","immoral","Slow","M3",1
"13","immoral","Quick","M3",1
"13","immoral","Slow","M3",3
"14","moral","Quick","M3",7
"14","moral","Slow","M3",5
"15","moral","Quick","M3",6
"15","moral","Slow","M3",3
"16","moral","Quick","M3",7
"16","moral","Slow","M3",5
"17","moral","Quick","M3",7
"17","moral","Slow","M3",7
"18","moral","Quick","M3",6
"18","moral","Slow","M3",5
"19","immoral","Quick","M3",2
"19","immoral","Slow","M3",5
"20","moral","Quick","M3",7
"20","moral","Slow","M3",5
"21","moral","Quick","M3",5
"21","moral","Slow","M3",6
"22","immoral","Quick","M3",3
"22","immoral","Slow","M3",6
"23","immoral","Quick","M3",3
"23","immoral","Slow","M3",6
"24","immoral","Quick","M3",1
"24","immoral","Slow","M3",5
"25","moral","Quick","M3",7
"25","moral","Slow","M3",5
"26","moral","Quick","M3",7
"26","moral","Slow","M3",6
"27","moral","Quick","M3",6
"27","moral","Slow","M3",6
"28","immoral","Quick","M3",2
"28","immoral","Slow","M3",3
"29","moral","Quick","M3",5
"29","moral","Slow","M3",5
"30","immoral","Quick","M3",2
"30","immoral","Slow","M3",2
"31","immoral","Quick","M3",1
"31","immoral","Slow","M3",5
"32","immoral","Quick","M3",3
"32","immoral","Slow","M3",4
"33","immoral","Quick","M3",4
"33","immoral","Slow","M3",5
"34","moral","Quick","M3",7
"34","moral","Slow","M3",7
"35","moral","Quick","M3",7
"35","moral","Slow","M3",5
"36","immoral","Quick","M3",2
"36","immoral","Slow","M3",4
"37","immoral","Quick","M3",3
"37","immoral","Slow","M3",5
"38","immoral","Quick","M3",1
"38","immoral","Slow","M3",1
"39","immoral","Quick","M3",2
"39","immoral","Slow","M3",1
"40","moral","Quick","M3",7
"40","moral","Slow","M3",4
"41","immoral","Quick","M3",2
"41","immoral","Slow","M3",2
"42","immoral","Quick","M3",5
"42","immoral","Slow","M3",5
"43","immoral","Quick","M3",4
"43","immoral","Slow","M3",4
"44","immoral","Quick","M3",2
"44","immoral","Slow","M3",5
"45","moral","Quick","M3",7
"45","moral","Slow","M3",7
"46","immoral","Quick","M3",4
"46","immoral","Slow","M3",4
"47","moral","Quick","M3",6
"47","moral","Slow","M3",6
"48","moral","Quick","M3",7
"48","moral","Slow","M3",6
"49","immoral","Quick","M3",3
"49","immoral","Slow","M3",5
"50","moral","Quick","M3",6
"50","moral","Slow","M3",5
"51","immoral","Quick","M3",2
"51","immoral","Slow","M3",3
"52","immoral","Quick","M3",5
"52","immoral","Slow","M3",4
"53","immoral","Quick","M3",3
"53","immoral","Slow","M3",3
"54","immoral","Quick","M3",1
"54","immoral","Slow","M3",1
"55","immoral","Quick","M3",1
"55","immoral","Slow","M3",3
"56","immoral","Quick","M3",1
"56","immoral","Slow","M3",4
"57","moral","Quick","M3",7
"57","moral","Slow","M3",5
"58","moral","Quick","M3",7
"58","moral","Slow","M3",5
"59","moral","Quick","M3",3
"59","moral","Slow","M3",5
"60","immoral","Quick","M3",2
"60","immoral","Slow","M3",3
"61","immoral","Quick","M3",2
"61","immoral","Slow","M3",4
"62","moral","Quick","M3",6
"62","moral","Slow","M3",5
"63","immoral","Quick","M3",2
"63","immoral","Slow","M3",5
"64","moral","Quick","M3",4
"64","moral","Slow","M3",4
"65","moral","Quick","M3",7
"65","moral","Slow","M3",5
"66","immoral","Quick","M3",1
"66","immoral","Slow","M3",3
"67","immoral","Quick","M3",3
"67","immoral","Slow","M3",4
"68","immoral","Quick","M3",2
"68","immoral","Slow","M3",3
"69","immoral","Quick","M3",4
"69","immoral","Slow","M3",4
"70","moral","Quick","M3",7
"70","moral","Slow","M3",4
"71","moral","Quick","M3",5
"71","moral","Slow","M3",3
"72","moral","Quick","M3",7
"72","moral","Slow","M3",6
"73","immoral","Quick","M3",3
"73","immoral","Slow","M3",3
"74","immoral","Quick","M3",4
"74","immoral","Slow","M3",3
"75","immoral","Quick","M3",1
"75","immoral","Slow","M3",4
"76","immoral","Quick","M3",3
"76","immoral","Slow","M3",4
"77","moral","Quick","M3",6
"77","moral","Slow","M3",5
"78","immoral","Quick","M3",1
"78","immoral","Slow","M3",2
"79","moral","Quick","M3",6
"79","moral","Slow","M3",5
"80","immoral","Quick","M3",1
"80","immoral","Slow","M3",2
"81","moral","Quick","M3",7
"81","moral","Slow","M3",6
"82","immoral","Quick","M3",2
"82","immoral","Slow","M3",2
"83","moral","Quick","M3",7
"83","moral","Slow","M3",6
"84","moral","Quick","M3",7
"84","moral","Slow","M3",5
"85","moral","Quick","M3",5
"85","moral","Slow","M3",5
"86","immoral","Quick","M3",4
"86","immoral","Slow","M3",4
"87","moral","Quick","M3",6
"87","moral","Slow","M3",5
"88","moral","Quick","M3",6
"88","moral","Slow","M3",4
"89","immoral","Quick","M3",1
"89","immoral","Slow","M3",3
"90","immoral","Quick","M3",4
"90","immoral","Slow","M3",4
"91","immoral","Quick","M3",2
"91","immoral","Slow","M3",3
"92","moral","Quick","M3",6
"92","moral","Slow","M3",6
"93","moral","Quick","M3",5
"93","moral","Slow","M3",5
"94","moral","Quick","M3",7
"94","moral","Slow","M3",5
"95","moral","Quick","M3",5
"95","moral","Slow","M3",4
"96","immoral","Quick","M3",1
"96","immoral","Slow","M3",2
"97","immoral","Quick","M3",3
"97","immoral","Slow","M3",3
"98","moral","Quick","M3",6
"98","moral","Slow","M3",5
"99","moral","Quick","M3",7
"99","moral","Slow","M3",5
"100","immoral","Quick","M3",3
"100","immoral","Slow","M3",5
"101","immoral","Quick","M3",3
"101","immoral","Slow","M3",3
"102","moral","Quick","M3",7
"102","moral","Slow","M3",6
"103","moral","Quick","M3",7
"103","moral","Slow","M3",5
"104","moral","Quick","M3",7
"104","moral","Slow","M3",5
"105","moral","Quick","M3",6
"105","moral","Slow","M3",5
"106","immoral","Quick","M3",2
"106","immoral","Slow","M3",3
"107","moral","Quick","M3",4
"107","moral","Slow","M3",4
"108","moral","Quick","M3",7
"108","moral","Slow","M3",5
"109","immoral","Quick","M3",2
"109","immoral","Slow","M3",4
"110","immoral","Quick","M3",3
"110","immoral","Slow","M3",4
"111","immoral","Quick","M3",3
"111","immoral","Slow","M3",4
"112","immoral","Quick","M3",3
"112","immoral","Slow","M3",6
"113","moral","Quick","M3",7
"113","moral","Slow","M3",7
"114","moral","Quick","M3",7
"114","moral","Slow","M3",3
"115","immoral","Quick","M3",3
"115","immoral","Slow","M3",3
"116","immoral","Quick","M3",3
"116","immoral","Slow","M3",4
"117","moral","Quick","M3",5
"117","moral","Slow","M3",5
"118","moral","Quick","M3",7
"118","moral","Slow","M3",6
"119","immoral","Quick","M3",2
"119","immoral","Slow","M3",5
"1","immoral","Quick","E1",1
"1","immoral","Slow","E1",6
"2","moral","Quick","E1",5
"2","moral","Slow","E1",3
"3","moral","Quick","E1",1
"3","moral","Slow","E1",5
"4","immoral","Quick","E1",1
"4","immoral","Slow","E1",7
"5","moral","Quick","E1",3
"5","moral","Slow","E1",4
"6","immoral","Quick","E1",1
"6","immoral","Slow","E1",6
"7","immoral","Quick","E1",2
"7","immoral","Slow","E1",5
"8","immoral","Quick","E1",1
"8","immoral","Slow","E1",5
"9","moral","Quick","E1",2
"9","moral","Slow","E1",5
"10","immoral","Quick","E1",2
"10","immoral","Slow","E1",5
"11","moral","Quick","E1",1
"11","moral","Slow","E1",6
"12","immoral","Quick","E1",1
"12","immoral","Slow","E1",3
"13","immoral","Quick","E1",2
"13","immoral","Slow","E1",6
"14","moral","Quick","E1",1
"14","moral","Slow","E1",3
"15","moral","Quick","E1",2
"15","moral","Slow","E1",5
"16","moral","Quick","E1",1
"16","moral","Slow","E1",3
"17","moral","Quick","E1",1
"17","moral","Slow","E1",1
"18","moral","Quick","E1",3
"18","moral","Slow","E1",5
"19","immoral","Quick","E1",7
"19","immoral","Slow","E1",1
"20","moral","Quick","E1",1
"20","moral","Slow","E1",3
"21","moral","Quick","E1",2
"21","moral","Slow","E1",1
"22","immoral","Quick","E1",1
"22","immoral","Slow","E1",5
"23","immoral","Quick","E1",2
"23","immoral","Slow","E1",5
"24","immoral","Quick","E1",1
"24","immoral","Slow","E1",5
"25","moral","Quick","E1",1
"25","moral","Slow","E1",5
"26","moral","Quick","E1",1
"26","moral","Slow","E1",6
"27","moral","Quick","E1",2
"27","moral","Slow","E1",3
"28","immoral","Quick","E1",2
"28","immoral","Slow","E1",7
"29","moral","Quick","E1",4
"29","moral","Slow","E1",4
"30","immoral","Quick","E1",1
"30","immoral","Slow","E1",6
"31","immoral","Quick","E1",1
"31","immoral","Slow","E1",5
"32","immoral","Quick","E1",2
"32","immoral","Slow","E1",2
"33","immoral","Quick","E1",1
"33","immoral","Slow","E1",4
"34","moral","Quick","E1",1
"34","moral","Slow","E1",7
"35","moral","Quick","E1",1
"35","moral","Slow","E1",3
"36","immoral","Quick","E1",2
"36","immoral","Slow","E1",7
"37","immoral","Quick","E1",2
"37","immoral","Slow","E1",5
"38","immoral","Quick","E1",1
"38","immoral","Slow","E1",3
"39","immoral","Quick","E1",6
"39","immoral","Slow","E1",6
"40","moral","Quick","E1",1
"40","moral","Slow","E1",4
"41","immoral","Quick","E1",1
"41","immoral","Slow","E1",6
"42","immoral","Quick","E1",5
"42","immoral","Slow","E1",5
"43","immoral","Quick","E1",3
"43","immoral","Slow","E1",6
"44","immoral","Quick","E1",2
"44","immoral","Slow","E1",6
"45","moral","Quick","E1",1
"45","moral","Slow","E1",5
"46","immoral","Quick","E1",5
"46","immoral","Slow","E1",3
"47","moral","Quick","E1",1
"47","moral","Slow","E1",5
"48","moral","Quick","E1",1
"48","moral","Slow","E1",3
"49","immoral","Quick","E1",3
"49","immoral","Slow","E1",5
"50","moral","Quick","E1",2
"50","moral","Slow","E1",5
"51","immoral","Quick","E1",4
"51","immoral","Slow","E1",6
"52","immoral","Quick","E1",2
"52","immoral","Slow","E1",5
"53","immoral","Quick","E1",1
"53","immoral","Slow","E1",4
"54","immoral","Quick","E1",1
"54","immoral","Slow","E1",5
"55","immoral","Quick","E1",2
"55","immoral","Slow","E1",4
"56","immoral","Quick","E1",1
"56","immoral","Slow","E1",4
"57","moral","Quick","E1",3
"57","moral","Slow","E1",4
"58","moral","Quick","E1",1
"58","moral","Slow","E1",2
"59","moral","Quick","E1",5
"59","moral","Slow","E1",5
"60","immoral","Quick","E1",2
"60","immoral","Slow","E1",3
"61","immoral","Quick","E1",6
"61","immoral","Slow","E1",2
"62","moral","Quick","E1",3
"62","moral","Slow","E1",3
"63","immoral","Quick","E1",1
"63","immoral","Slow","E1",6
"64","moral","Quick","E1",1
"64","moral","Slow","E1",6
"65","moral","Quick","E1",1
"65","moral","Slow","E1",3
"66","immoral","Quick","E1",1
"66","immoral","Slow","E1",3
"67","immoral","Quick","E1",2
"67","immoral","Slow","E1",6
"68","immoral","Quick","E1",6
"68","immoral","Slow","E1",2
"69","immoral","Quick","E1",2
"69","immoral","Slow","E1",1
"70","moral","Quick","E1",1
"70","moral","Slow","E1",7
"71","moral","Quick","E1",3
"71","moral","Slow","E1",2
"72","moral","Quick","E1",1
"72","moral","Slow","E1",2
"73","immoral","Quick","E1",5
"73","immoral","Slow","E1",5
"74","immoral","Quick","E1",3
"74","immoral","Slow","E1",6
"75","immoral","Quick","E1",3
"75","immoral","Slow","E1",6
"76","immoral","Quick","E1",4
"76","immoral","Slow","E1",3
"77","moral","Quick","E1",2
"77","moral","Slow","E1",5
"78","immoral","Quick","E1",3
"78","immoral","Slow","E1",3
"79","moral","Quick","E1",1
"79","moral","Slow","E1",6
"80","immoral","Quick","E1",1
"80","immoral","Slow","E1",2
"81","moral","Quick","E1",1
"81","moral","Slow","E1",3
"82","immoral","Quick","E1",2
"82","immoral","Slow","E1",5
"83","moral","Quick","E1",1
"83","moral","Slow","E1",3
"84","moral","Quick","E1",1
"84","moral","Slow","E1",4
"85","moral","Quick","E1",2
"85","moral","Slow","E1",5
"86","immoral","Quick","E1",4
"86","immoral","Slow","E1",5
"87","moral","Quick","E1",2
"87","moral","Slow","E1",3
"88","moral","Quick","E1",3
"88","moral","Slow","E1",3
"89","immoral","Quick","E1",6
"89","immoral","Slow","E1",3
"90","immoral","Quick","E1",3
"90","immoral","Slow","E1",5
"91","immoral","Quick","E1",2
"91","immoral","Slow","E1",3
"92","moral","Quick","E1",2
"92","moral","Slow","E1",3
"93","moral","Quick","E1",3
"93","moral","Slow","E1",2
"94","moral","Quick","E1",1
"94","moral","Slow","E1",3
"95","moral","Quick","E1",3
"95","moral","Slow","E1",3
"96","immoral","Quick","E1",1
"96","immoral","Slow","E1",2
"97","immoral","Quick","E1",2
"97","immoral","Slow","E1",5
"98","moral","Quick","E1",2
"98","moral","Slow","E1",5
"99","moral","Quick","E1",1
"99","moral","Slow","E1",6
"100","immoral","Quick","E1",2
"100","immoral","Slow","E1",3
"101","immoral","Quick","E1",2
"101","immoral","Slow","E1",3
"102","moral","Quick","E1",3
"102","moral","Slow","E1",3
"103","moral","Quick","E1",1
"103","moral","Slow","E1",4
"104","moral","Quick","E1",1
"104","moral","Slow","E1",3
"105","moral","Quick","E1",2
"105","moral","Slow","E1",5
"106","immoral","Quick","E1",1
"106","immoral","Slow","E1",5
"107","moral","Quick","E1",1
"107","moral","Slow","E1",5
"108","moral","Quick","E1",1
"108","moral","Slow","E1",3
"109","immoral","Quick","E1",6
"109","immoral","Slow","E1",2
"110","immoral","Quick","E1",2
"110","immoral","Slow","E1",6
"111","immoral","Quick","E1",1
"111","immoral","Slow","E1",2
"112","immoral","Quick","E1",3
"112","immoral","Slow","E1",3
"113","moral","Quick","E1",1
"113","moral","Slow","E1",7
"114","moral","Quick","E1",1
"114","moral","Slow","E1",3
"115","immoral","Quick","E1",1
"115","immoral","Slow","E1",6
"116","immoral","Quick","E1",3
"116","immoral","Slow","E1",5
"117","moral","Quick","E1",2
"117","moral","Slow","E1",4
"118","moral","Quick","E1",2
"118","moral","Slow","E1",3
"119","immoral","Quick","E1",1
"119","immoral","Slow","E1",6
"1","immoral","Quick","E2",1
"1","immoral","Slow","E2",5
"2","moral","Quick","E2",2
"2","moral","Slow","E2",3
"3","moral","Quick","E2",1
"3","moral","Slow","E2",1
"4","immoral","Quick","E2",1
"4","immoral","Slow","E2",5
"5","moral","Quick","E2",2
"5","moral","Slow","E2",3
"6","immoral","Quick","E2",1
"6","immoral","Slow","E2",1
"7","immoral","Quick","E2",2
"7","immoral","Slow","E2",5
"8","immoral","Quick","E2",1
"8","immoral","Slow","E2",3
"9","moral","Quick","E2",1
"9","moral","Slow","E2",2
"10","immoral","Quick","E2",2
"10","immoral","Slow","E2",5
"11","moral","Quick","E2",1
"11","moral","Slow","E2",4
"12","immoral","Quick","E2",1
"12","immoral","Slow","E2",1
"13","immoral","Quick","E2",2
"13","immoral","Slow","E2",3
"14","moral","Quick","E2",1
"14","moral","Slow","E2",3
"15","moral","Quick","E2",2
"15","moral","Slow","E2",5
"16","moral","Quick","E2",1
"16","moral","Slow","E2",3
"17","moral","Quick","E2",1
"17","moral","Slow","E2",1
"18","moral","Quick","E2",2
"18","moral","Slow","E2",1
"19","immoral","Quick","E2",1
"19","immoral","Slow","E2",1
"20","moral","Quick","E2",1
"20","moral","Slow","E2",2
"21","moral","Quick","E2",1
"21","moral","Slow","E2",1
"22","immoral","Quick","E2",1
"22","immoral","Slow","E2",1
"23","immoral","Quick","E2",2
"23","immoral","Slow","E2",2
"24","immoral","Quick","E2",1
"24","immoral","Slow","E2",3
"25","moral","Quick","E2",1
"25","moral","Slow","E2",3
"26","moral","Quick","E2",1
"26","moral","Slow","E2",4
"27","moral","Quick","E2",2
"27","moral","Slow","E2",3
"28","immoral","Quick","E2",1
"28","immoral","Slow","E2",4
"29","moral","Quick","E2",5
"29","moral","Slow","E2",4
"30","immoral","Quick","E2",1
"30","immoral","Slow","E2",2
"31","immoral","Quick","E2",1
"31","immoral","Slow","E2",3
"32","immoral","Quick","E2",1
"32","immoral","Slow","E2",2
"33","immoral","Quick","E2",1
"33","immoral","Slow","E2",3
"34","moral","Quick","E2",1
"34","moral","Slow","E2",1
"35","moral","Quick","E2",1
"35","moral","Slow","E2",1
"36","immoral","Quick","E2",2
"36","immoral","Slow","E2",2
"37","immoral","Quick","E2",3
"37","immoral","Slow","E2",5
"38","immoral","Quick","E2",1
"38","immoral","Slow","E2",1
"39","immoral","Quick","E2",2
"39","immoral","Slow","E2",2
"40","moral","Quick","E2",1
"40","moral","Slow","E2",4
"41","immoral","Quick","E2",1
"41","immoral","Slow","E2",1
"42","immoral","Quick","E2",5
"42","immoral","Slow","E2",5
"43","immoral","Quick","E2",2
"43","immoral","Slow","E2",3
"44","immoral","Quick","E2",5
"44","immoral","Slow","E2",3
"45","moral","Quick","E2",1
"45","moral","Slow","E2",1
"46","immoral","Quick","E2",1
"46","immoral","Slow","E2",4
"47","moral","Quick","E2",1
"47","moral","Slow","E2",2
"48","moral","Quick","E2",1
"48","moral","Slow","E2",2
"49","immoral","Quick","E2",2
"49","immoral","Slow","E2",3
"50","moral","Quick","E2",1
"50","moral","Slow","E2",5
"51","immoral","Quick","E2",1
"51","immoral","Slow","E2",4
"52","immoral","Quick","E2",5
"52","immoral","Slow","E2",3
"53","immoral","Quick","E2",1
"53","immoral","Slow","E2",1
"54","immoral","Quick","E2",7
"54","immoral","Slow","E2",5
"55","immoral","Quick","E2",1
"55","immoral","Slow","E2",2
"56","immoral","Quick","E2",4
"56","immoral","Slow","E2",4
"57","moral","Quick","E2",2
"57","moral","Slow","E2",4
"58","moral","Quick","E2",1
"58","moral","Slow","E2",1
"59","moral","Quick","E2",5
"59","moral","Slow","E2",3
"60","immoral","Quick","E2",1
"60","immoral","Slow","E2",2
"61","immoral","Quick","E2",6
"61","immoral","Slow","E2",1
"62","moral","Quick","E2",2
"62","moral","Slow","E2",3
"63","immoral","Quick","E2",4
"63","immoral","Slow","E2",6
"64","moral","Quick","E2",1
"64","moral","Slow","E2",5
"65","moral","Quick","E2",1
"65","moral","Slow","E2",2
"66","immoral","Quick","E2",1
"66","immoral","Slow","E2",1
"67","immoral","Quick","E2",1
"67","immoral","Slow","E2",4
"68","immoral","Quick","E2",5
"68","immoral","Slow","E2",2
"69","immoral","Quick","E2",7
"69","immoral","Slow","E2",5
"70","moral","Quick","E2",1
"70","moral","Slow","E2",4
"71","moral","Quick","E2",4
"71","moral","Slow","E2",5
"72","moral","Quick","E2",1
"72","moral","Slow","E2",1
"73","immoral","Quick","E2",2
"73","immoral","Slow","E2",4
"74","immoral","Quick","E2",2
"74","immoral","Slow","E2",1
"75","immoral","Quick","E2",1
"75","immoral","Slow","E2",3
"76","immoral","Quick","E2",1
"76","immoral","Slow","E2",1
"77","moral","Quick","E2",2
"77","moral","Slow","E2",3
"78","immoral","Quick","E2",1
"78","immoral","Slow","E2",1
"79","moral","Quick","E2",1
"79","moral","Slow","E2",5
"80","immoral","Quick","E2",1
"80","immoral","Slow","E2",5
"81","moral","Quick","E2",1
"81","moral","Slow","E2",2
"82","immoral","Quick","E2",3
"82","immoral","Slow","E2",5
"83","moral","Quick","E2",1
"83","moral","Slow","E2",1
"84","moral","Quick","E2",1
"84","moral","Slow","E2",3
"85","moral","Quick","E2",2
"85","moral","Slow","E2",3
"86","immoral","Quick","E2",3
"86","immoral","Slow","E2",3
"87","moral","Quick","E2",2
"87","moral","Slow","E2",2
"88","moral","Quick","E2",2
"88","moral","Slow","E2",3
"89","immoral","Quick","E2",5
"89","immoral","Slow","E2",2
"90","immoral","Quick","E2",1
"90","immoral","Slow","E2",2
"91","immoral","Quick","E2",3
"91","immoral","Slow","E2",5
"92","moral","Quick","E2",1
"92","moral","Slow","E2",3
"93","moral","Quick","E2",3
"93","moral","Slow","E2",1
"94","moral","Quick","E2",1
"94","moral","Slow","E2",2
"95","moral","Quick","E2",6
"95","moral","Slow","E2",6
"96","immoral","Quick","E2",1
"96","immoral","Slow","E2",1
"97","immoral","Quick","E2",1
"97","immoral","Slow","E2",3
"98","moral","Quick","E2",2
"98","moral","Slow","E2",3
"99","moral","Quick","E2",1
"99","moral","Slow","E2",5
"100","immoral","Quick","E2",2
"100","immoral","Slow","E2",2
"101","immoral","Quick","E2",1
"101","immoral","Slow","E2",3
"102","moral","Quick","E2",1
"102","moral","Slow","E2",2
"103","moral","Quick","E2",1
"103","moral","Slow","E2",3
"104","moral","Quick","E2",1
"104","moral","Slow","E2",1
"105","moral","Quick","E2",2
"105","moral","Slow","E2",2
"106","immoral","Quick","E2",1
"106","immoral","Slow","E2",4
"107","moral","Quick","E2",1
"107","moral","Slow","E2",5
"108","moral","Quick","E2",1
"108","moral","Slow","E2",2
"109","immoral","Quick","E2",6
"109","immoral","Slow","E2",2
"110","immoral","Quick","E2",2
"110","immoral","Slow","E2",4
"111","immoral","Quick","E2",1
"111","immoral","Slow","E2",1
"112","immoral","Quick","E2",5
"112","immoral","Slow","E2",5
"113","moral","Quick","E2",1
"113","moral","Slow","E2",1
"114","moral","Quick","E2",1
"114","moral","Slow","E2",3
"115","immoral","Quick","E2",2
"115","immoral","Slow","E2",2
"116","immoral","Quick","E2",2
"116","immoral","Slow","E2",2
"117","moral","Quick","E2",2
"117","moral","Slow","E2",4
"118","moral","Quick","E2",1
"118","moral","Slow","E2",1
"119","immoral","Quick","E2",1
"119","immoral","Slow","E2",3
"1","immoral","Quick","C.avg",7
"1","immoral","Slow","C.avg",2
"2","moral","Quick","C.avg",6
"2","moral","Slow","C.avg",3.5
"3","moral","Quick","C.avg",4.5
"3","moral","Slow","C.avg",3.5
"4","immoral","Quick","C.avg",7
"4","immoral","Slow","C.avg",1.5
"5","moral","Quick","C.avg",6
"5","moral","Slow","C.avg",3.5
"6","immoral","Quick","C.avg",7
"6","immoral","Slow","C.avg",1.75
"7","immoral","Quick","C.avg",5.5
"7","immoral","Slow","C.avg",2.25
"8","immoral","Quick","C.avg",7
"8","immoral","Slow","C.avg",1.5
"9","moral","Quick","C.avg",7
"9","moral","Slow","C.avg",1.75
"10","immoral","Quick","C.avg",5.75
"10","immoral","Slow","C.avg",3.75
"11","moral","Quick","C.avg",6.75
"11","moral","Slow","C.avg",1.75
"12","immoral","Quick","C.avg",7
"12","immoral","Slow","C.avg",1.25
"13","immoral","Quick","C.avg",7
"13","immoral","Slow","C.avg",1.5
"14","moral","Quick","C.avg",6.25
"14","moral","Slow","C.avg",3.75
"15","moral","Quick","C.avg",6
"15","moral","Slow","C.avg",3
"16","moral","Quick","C.avg",7
"16","moral","Slow","C.avg",2
"17","moral","Quick","C.avg",6.25
"17","moral","Slow","C.avg",3.75
"18","moral","Quick","C.avg",4.5
"18","moral","Slow","C.avg",2.5
